CreditScore,AppliedLoanAmount,Purpose,ProposedInterestRate,ProposedLoanAmount,ProposedLoanTerm
683,74000,Working Capital,6.26,65000,36
687,79000,Utility Payments,5.87,66000,36
607,97000,Debt Consolidation,8.31,93000,48
831,13000,Social Enterprise,3.44,11000,36
789,40000,Home Renovation,3.44,36000,48
763,59000,Startup Capital,3.77,53000,12
600,95000,Startup Capital,8.78,77000,12
605,69000,Green Initiatives,7.55,60000,24
705,100000,Working Capital,5.23,81000,36
809,41000,Training and Development,2.58,35000,12
828,63000,Home Renovation,2.67,53000,60
663,35000,Wedding Expenses,6.53,31000,60
610,80000,Wedding Expenses,7.72,69000,72
700,15000,Debt Consolidation,4.06,13000,48
750,93000,Working Capital,3.64,81000,24
812,42000,Equipment Purchase,3.25,33000,12
831,82000,Education Fees,3.5,77000,72
714,42000,Travel Costs,4.84,38000,60
781,55000,Green Initiatives,3.03,49000,36
822,82000,Home Renovation,3.85,76000,72
747,60000,Utility Payments,4.96,53000,24
685,15000,Emergency Business Funds,5.64,12000,24
836,51000,Agriculture Expenses,3.37,50000,60
797,6000,Technology Upgrade,3.0,5000,12
612,27000,Training and Development,8.41,25000,12
691,99000,Green Initiatives,6.83,81000,24
702,59000,Business Expansion,5.16,55000,48
684,72000,Debt Consolidation,6.63,62000,72
617,33000,Training and Development,7.68,26000,36
697,48000,Travel Costs,5.97,40000,60
750,5000,Community Projects,3.46,4000,36
761,76000,Utility Payments,3.49,68000,36
695,62000,Healthcare Expenses,5.73,57000,48
655,31000,Startup Capital,5.95,29000,12
654,52000,Healthcare Expenses,6.9,50000,48
753,43000,Utility Payments,2.96,35000,36
697,46000,Education Fees,6.63,41000,60
727,12000,Social Enterprise,4.55,10000,36
628,44000,Utility Payments,8.3,43000,12
787,29000,Social Enterprise,3.51,25000,24
776,27000,Marketing and Advertising,2.65,22000,36
727,78000,Startup Capital,4.01,73000,36
710,23000,Business Expansion,4.63,22000,60
671,84000,Marketing and Advertising,5.99,70000,12
617,37000,Training and Development,7.96,31000,24
654,64000,Travel Costs,6.43,61000,72
771,55000,Technology Upgrade,2.99,50000,24
715,22000,Emergency Personal Funds,4.68,19000,72
778,61000,Working Capital,3.74,59000,36
756,33000,Travel Costs,3.4,26000,72
802,74000,Travel Costs,2.79,72000,60
608,65000,Utility Payments,7.14,52000,36
636,42000,Business Expansion,8.8,35000,48
733,62000,Wedding Expenses,4.3,57000,60
721,39000,Business Expansion,4.21,31000,72
644,49000,Equipment Purchase,8.48,44000,12
733,58000,Equipment Purchase,4.58,50000,24
741,36000,Startup Capital,4.66,32000,36
754,59000,Social Enterprise,3.59,47000,36
618,79000,Business Expansion,8.36,67000,72
800,97000,Education Fees,2.49,94000,48
613,61000,Marketing and Advertising,7.79,53000,24
825,85000,Inventory Purchase,3.36,77000,12
787,20000,Debt Consolidation,3.63,16000,72
789,89000,Healthcare Expenses,3.17,71000,60
788,90000,Business Expansion,3.07,83000,48
667,27000,Training and Development,6.3,26000,36
823,29000,Childcare Expenses,2.63,27000,72
692,7000,Community Projects,5.46,5000,24
672,40000,Healthcare Expenses,5.65,38000,48
741,64000,Education Fees,3.98,62000,72
669,75000,Utility Payments,5.51,65000,36
747,36000,Debt Consolidation,4.98,35000,48
686,8000,Community Projects,6.77,7000,36
681,56000,Debt Consolidation,5.64,45000,60
719,71000,Green Initiatives,5.16,62000,36
658,24000,Training and Development,6.54,22000,36
850,49000,Training and Development,2.59,40000,36
758,47000,Inventory Purchase,3.2,45000,12
625,67000,Inventory Purchase,8.1,66000,36
726,92000,Utility Payments,5.45,84000,24
822,84000,Training and Development,3.89,72000,36
736,59000,Business Expansion,3.97,52000,48
801,33000,Equipment Purchase,3.07,27000,24
768,82000,Technology Upgrade,3.37,79000,24
674,35000,Community Projects,6.32,28000,24
603,54000,Agriculture Expenses,8.81,47000,48
760,14000,Technology Upgrade,3.41,11000,12
780,95000,Inventory Purchase,3.47,93000,36
762,99000,Debt Consolidation,3.54,94000,60
695,67000,Emergency Business Funds,6.55,57000,24
634,77000,Agriculture Expenses,8.7,70000,60
658,37000,Debt Consolidation,5.94,34000,48
840,24000,Business Expansion,2.62,21000,60
787,40000,Travel Costs,3.11,39000,48
691,85000,Social Enterprise,6.79,68000,12
718,55000,Marketing and Advertising,5.34,45000,36
603,49000,Emergency Business Funds,7.52,41000,12
755,5000,Home Renovation,3.22,4000,72
618,24000,Wedding Expenses,8.6,19000,60
692,33000,Working Capital,5.48,29000,36
745,11000,Marketing and Advertising,5.27,8000,24
745,23000,Inventory Purchase,4.59,20000,12
629,61000,Childcare Expenses,8.89,51000,72
603,74000,Emergency Business Funds,7.3,64000,24
755,74000,Inventory Purchase,3.12,71000,24
765,77000,Debt Consolidation,2.78,74000,60
633,32000,Business Expansion,7.39,28000,48
799,62000,Training and Development,3.89,60000,24
793,88000,Home Renovation,2.78,76000,60
617,87000,Equipment Purchase,8.72,73000,24
625,15000,Agriculture Expenses,8.16,13000,72
660,46000,Home Renovation,6.26,38000,48
821,51000,Debt Consolidation,3.85,47000,72
759,85000,Agriculture Expenses,3.05,76000,48
707,24000,Technology Upgrade,4.43,22000,12
683,18000,Debt Consolidation,6.81,16000,72
846,64000,Green Initiatives,3.94,58000,36
611,19000,Utility Payments,8.04,18000,36
725,29000,Travel Costs,5.1,27000,60
846,90000,Green Initiatives,2.83,72000,12
793,99000,Social Enterprise,2.75,85000,12
604,29000,Marketing and Advertising,8.7,25000,36
781,58000,Agriculture Expenses,3.46,46000,60
787,50000,Emergency Personal Funds,2.86,48000,60
818,83000,Childcare Expenses,2.46,80000,72
787,6000,Equipment Purchase,3.56,5000,36
809,7000,Wedding Expenses,2.89,6000,60
827,35000,Community Projects,3.91,28000,36
688,23000,Startup Capital,6.38,20000,36
689,47000,Home Renovation,5.94,44000,72
613,76000,Social Enterprise,7.36,65000,36
792,24000,Healthcare Expenses,2.76,23000,60
630,22000,Healthcare Expenses,7.71,17000,72
718,89000,Childcare Expenses,5.36,82000,48
828,67000,Wedding Expenses,3.27,54000,60
842,10000,Technology Upgrade,2.63,9000,12
701,32000,Social Enterprise,5.31,27000,24
726,63000,Business Expansion,5.37,57000,48
670,8000,Wedding Expenses,6.83,7000,48
729,96000,Home Renovation,5.02,80000,60
786,99000,Community Projects,3.76,98000,12
674,72000,Business Expansion,6.68,71000,72
761,90000,Debt Consolidation,3.9,89000,60
823,33000,Green Initiatives,2.79,29000,12
796,31000,Utility Payments,3.75,29000,12
634,97000,Agriculture Expenses,7.16,91000,48
695,39000,Social Enterprise,6.31,35000,36
814,100000,Equipment Purchase,3.87,86000,24
613,66000,Equipment Purchase,7.71,58000,36
725,39000,Green Initiatives,5.03,36000,24
618,79000,Utility Payments,7.0,66000,24
788,11000,Social Enterprise,3.68,9000,12
777,78000,Startup Capital,2.56,75000,12
671,60000,Healthcare Expenses,5.87,58000,60
627,68000,Working Capital,7.18,55000,24
670,71000,Home Renovation,6.78,66000,48
741,53000,Vehicle for Business Use,4.7,43000,72
735,75000,Working Capital,5.13,65000,24
718,93000,Emergency Business Funds,5.44,82000,24
818,53000,Childcare Expenses,2.8,49000,60
636,89000,Debt Consolidation,7.65,86000,60
652,81000,Home Renovation,6.33,72000,48
685,26000,Business Expansion,6.79,25000,48
657,54000,Travel Costs,6.93,49000,60
620,48000,Inventory Purchase,7.45,43000,24
793,77000,Healthcare Expenses,3.11,75000,48
715,15000,Social Enterprise,4.06,13000,24
622,51000,Inventory Purchase,7.59,46000,36
766,12000,Childcare Expenses,3.28,10000,72
823,82000,Debt Consolidation,3.92,79000,60
755,50000,Startup Capital,3.93,41000,36
696,63000,Business Expansion,6.9,60000,72
762,77000,Utility Payments,3.77,62000,24
776,33000,Home Renovation,3.52,29000,60
706,64000,Inventory Purchase,4.89,54000,36
620,73000,Healthcare Expenses,8.29,60000,72
739,92000,Agriculture Expenses,5.29,86000,48
807,97000,Education Fees,3.67,79000,48
802,43000,Debt Consolidation,3.35,41000,60
786,37000,Childcare Expenses,3.04,34000,72
806,9000,Emergency Personal Funds,2.9,8000,48
631,25000,Vehicle for Business Use,7.48,21000,72
608,91000,Training and Development,7.06,80000,36
766,95000,Inventory Purchase,3.14,87000,36
796,41000,Emergency Personal Funds,2.59,40000,60
804,27000,Technology Upgrade,2.56,26000,12
601,100000,Education Fees,7.69,98000,60
703,50000,Debt Consolidation,4.95,47000,60
812,35000,Social Enterprise,3.05,34000,36
805,66000,Inventory Purchase,2.84,65000,12
683,32000,Community Projects,6.48,26000,24
763,34000,Healthcare Expenses,3.9,31000,72
816,31000,Education Fees,3.46,29000,72
615,14000,Training and Development,8.39,12000,24
645,99000,Emergency Personal Funds,7.64,96000,60
610,59000,Startup Capital,7.09,48000,24
670,27000,Equipment Purchase,5.94,25000,36
743,26000,Emergency Business Funds,4.58,21000,12
774,34000,Home Renovation,2.71,30000,60
798,31000,Vehicle for Business Use,3.15,26000,72
663,66000,Home Renovation,6.36,61000,60
747,14000,Debt Consolidation,5.23,11000,72
744,73000,Social Enterprise,4.76,68000,24
612,37000,Social Enterprise,8.92,31000,24
759,58000,Wedding Expenses,3.55,53000,60
666,44000,Wedding Expenses,6.63,39000,60
772,62000,Education Fees,3.23,57000,48
641,5000,Agriculture Expenses,8.15,4000,60
691,33000,Green Initiatives,5.84,29000,12
747,52000,Community Projects,5.01,45000,36
734,69000,Startup Capital,4.26,63000,24
609,96000,Debt Consolidation,7.05,89000,72
642,77000,Emergency Personal Funds,7.26,66000,48
758,63000,Equipment Purchase,3.0,55000,36
766,88000,Training and Development,2.5,79000,36
718,69000,Technology Upgrade,3.98,66000,12
673,90000,Vehicle for Business Use,5.9,84000,60
691,28000,Green Initiatives,5.84,25000,12
848,67000,Agriculture Expenses,3.38,62000,72
620,87000,Marketing and Advertising,8.18,81000,24
602,30000,Community Projects,7.79,28000,36
779,6000,Agriculture Expenses,3.33,5000,48
711,5000,Startup Capital,5.26,4000,36
724,12000,Community Projects,4.02,11000,36
636,44000,Marketing and Advertising,8.13,43000,24
850,41000,Utility Payments,3.66,35000,12
826,51000,Inventory Purchase,2.52,50000,36
644,78000,Home Renovation,7.45,69000,60
671,61000,Working Capital,6.16,54000,36
842,22000,Working Capital,2.59,21000,12
766,90000,Community Projects,2.95,78000,36
788,32000,Emergency Business Funds,3.42,31000,24
716,65000,Vehicle for Business Use,4.02,52000,72
778,30000,Debt Consolidation,3.16,27000,60
757,85000,Social Enterprise,3.88,80000,24
680,46000,Inventory Purchase,6.18,42000,12
666,19000,Utility Payments,5.78,18000,36
659,83000,Working Capital,5.66,82000,24
825,95000,Education Fees,3.2,89000,48
808,10000,Healthcare Expenses,3.01,9000,72
785,50000,Business Expansion,3.88,46000,60
644,70000,Childcare Expenses,7.29,61000,48
824,53000,Startup Capital,3.91,51000,24
753,99000,Vehicle for Business Use,3.86,92000,72
835,38000,Community Projects,3.8,37000,36
695,91000,Equipment Purchase,6.85,87000,12
740,98000,Technology Upgrade,4.92,97000,12
806,70000,Business Expansion,3.03,66000,48
652,65000,Working Capital,5.7,52000,12
663,55000,Healthcare Expenses,6.38,51000,48
695,13000,Social Enterprise,6.77,10000,12
640,41000,Startup Capital,8.55,39000,24
709,9000,Vehicle for Business Use,5.3,8000,60
792,67000,Working Capital,3.89,64000,12
623,16000,Startup Capital,8.3,14000,36
807,44000,Business Expansion,3.36,41000,48
685,64000,Social Enterprise,5.6,60000,24
768,81000,Community Projects,3.87,73000,36
724,55000,Startup Capital,4.11,50000,36
609,48000,Home Renovation,7.86,44000,60
775,92000,Travel Costs,3.51,90000,48
839,79000,Wedding Expenses,3.92,71000,72
656,43000,Green Initiatives,5.62,36000,12
652,99000,Agriculture Expenses,5.79,84000,60
661,48000,Utility Payments,5.95,45000,24
654,68000,Education Fees,6.67,63000,48
719,14000,Green Initiatives,4.85,11000,36
790,99000,Home Renovation,3.72,86000,72
832,61000,Inventory Purchase,3.76,54000,24
803,94000,Equipment Purchase,3.32,76000,36
644,16000,Business Expansion,8.86,13000,72
637,36000,Technology Upgrade,8.41,35000,24
629,81000,Business Expansion,8.77,69000,72
676,98000,Childcare Expenses,5.54,82000,60
647,94000,Working Capital,6.98,84000,36
718,29000,Healthcare Expenses,4.92,24000,48
796,21000,Utility Payments,3.65,17000,12
748,97000,Technology Upgrade,4.7,84000,12
832,15000,Debt Consolidation,2.98,14000,72
816,54000,Emergency Personal Funds,2.6,43000,72
712,34000,Education Fees,4.25,32000,72
791,83000,Agriculture Expenses,2.56,79000,60
705,23000,Social Enterprise,5.21,21000,24
721,35000,Training and Development,4.59,30000,12
729,91000,Vehicle for Business Use,4.44,88000,72
808,14000,Home Renovation,2.78,12000,72
821,20000,Debt Consolidation,3.28,16000,60
842,82000,Marketing and Advertising,3.37,80000,36
786,42000,Debt Consolidation,3.46,36000,60
653,14000,Travel Costs,5.95,11000,72
813,25000,Wedding Expenses,3.51,21000,72
682,98000,Vehicle for Business Use,5.94,93000,60
811,25000,Inventory Purchase,3.63,24000,36
660,43000,Emergency Business Funds,5.59,40000,36
834,100000,Utility Payments,3.31,88000,24
726,78000,Agriculture Expenses,4.97,76000,60
654,27000,Inventory Purchase,6.95,25000,36
715,73000,Healthcare Expenses,4.45,68000,48
652,64000,Social Enterprise,5.86,59000,24
602,27000,Social Enterprise,8.88,21000,36
786,11000,Agriculture Expenses,2.63,10000,48
746,83000,Green Initiatives,4.65,69000,24
799,38000,Equipment Purchase,3.7,33000,24
847,75000,Debt Consolidation,3.49,70000,48
641,56000,Agriculture Expenses,7.63,46000,60
693,50000,Education Fees,5.96,42000,60
758,91000,Healthcare Expenses,3.41,80000,72
767,54000,Healthcare Expenses,3.22,49000,72
602,12000,Equipment Purchase,7.74,11000,36
818,6000,Startup Capital,3.5,5000,36
830,26000,Green Initiatives,3.58,22000,36
802,5000,Equipment Purchase,3.62,4000,24
783,94000,Emergency Business Funds,3.81,80000,12
657,9000,Community Projects,6.88,7000,12
824,78000,Home Renovation,3.44,68000,72
652,77000,Childcare Expenses,6.69,72000,48
663,9000,Working Capital,6.35,7000,24
721,89000,Agriculture Expenses,4.63,71000,48
745,60000,Agriculture Expenses,5.22,53000,72
617,96000,Education Fees,8.33,84000,48
801,16000,Emergency Business Funds,3.55,12000,24
805,65000,Travel Costs,3.1,63000,48
822,38000,Wedding Expenses,3.67,37000,60
692,85000,Healthcare Expenses,5.7,84000,48
615,94000,Healthcare Expenses,7.08,79000,72
745,12000,Green Initiatives,4.92,10000,12
729,18000,Childcare Expenses,5.33,16000,48
782,74000,Wedding Expenses,2.7,65000,72
807,77000,Social Enterprise,3.63,72000,24
821,98000,Home Renovation,2.85,96000,48
676,52000,Social Enterprise,6.43,41000,12
713,31000,Startup Capital,5.32,29000,24
623,18000,Healthcare Expenses,7.75,16000,60
838,68000,Social Enterprise,3.89,63000,24
657,71000,Debt Consolidation,5.98,58000,72
799,81000,Home Renovation,3.2,78000,48
767,99000,Training and Development,2.8,86000,24
649,93000,Green Initiatives,7.23,86000,24
682,46000,Inventory Purchase,5.97,45000,24
741,21000,Inventory Purchase,4.02,20000,24
824,31000,Wedding Expenses,3.33,27000,48
773,23000,Travel Costs,3.39,19000,72
849,47000,Working Capital,2.83,37000,36
802,62000,Working Capital,2.99,61000,24
739,67000,Vehicle for Business Use,4.85,64000,48
616,14000,Utility Payments,8.43,11000,36
738,31000,Vehicle for Business Use,4.15,25000,72
685,40000,Marketing and Advertising,6.67,37000,12
658,28000,Home Renovation,6.57,26000,72
748,91000,Wedding Expenses,4.72,78000,60
684,88000,Equipment Purchase,5.85,81000,12
673,70000,Agriculture Expenses,6.16,68000,72
675,39000,Startup Capital,6.18,35000,12
697,28000,Emergency Personal Funds,6.5,22000,60
807,20000,Working Capital,3.16,16000,36
762,41000,Community Projects,2.7,39000,36
763,30000,Emergency Business Funds,2.96,24000,12
683,64000,Childcare Expenses,6.92,54000,60
840,6000,Home Renovation,2.95,5000,48
830,67000,Utility Payments,2.51,57000,12
774,14000,Working Capital,3.19,12000,36
835,52000,Home Renovation,2.69,45000,72
611,74000,Wedding Expenses,8.48,62000,60
806,90000,Green Initiatives,3.89,87000,24
687,9000,Emergency Personal Funds,5.93,8000,60
670,31000,Social Enterprise,5.55,28000,12
761,48000,Startup Capital,2.78,45000,24
662,82000,Working Capital,6.51,73000,36
739,87000,Training and Development,4.22,80000,36
761,30000,Business Expansion,3.17,28000,60
784,84000,Utility Payments,2.82,75000,24
652,41000,Wedding Expenses,5.98,34000,48
741,85000,Equipment Purchase,4.84,77000,12
699,67000,Community Projects,5.79,59000,24
669,61000,Business Expansion,5.92,58000,60
656,30000,Travel Costs,6.33,25000,60
769,39000,Working Capital,2.91,37000,24
686,49000,Childcare Expenses,6.95,43000,48
666,24000,Technology Upgrade,6.85,22000,12
794,22000,Agriculture Expenses,3.16,19000,48
693,73000,Debt Consolidation,6.93,60000,72
850,6000,Healthcare Expenses,3.32,4000,72
739,69000,Working Capital,4.86,55000,12
665,27000,Utility Payments,5.71,25000,36
665,84000,Home Renovation,6.91,67000,60
714,84000,Agriculture Expenses,4.02,76000,60
705,14000,Green Initiatives,5.41,13000,36
662,15000,Childcare Expenses,6.35,13000,60
799,100000,Inventory Purchase,3.01,82000,36
843,75000,Working Capital,2.87,71000,24
712,66000,Childcare Expenses,4.04,61000,60
802,81000,Startup Capital,3.51,67000,36
659,95000,Childcare Expenses,5.69,90000,48
680,32000,Green Initiatives,6.66,25000,12
827,92000,Startup Capital,3.04,81000,24
684,61000,Training and Development,5.92,54000,36
796,69000,Green Initiatives,3.16,65000,36
624,40000,Inventory Purchase,8.78,39000,12
647,54000,Home Renovation,7.51,46000,60
656,96000,Debt Consolidation,6.35,92000,72
753,85000,Agriculture Expenses,3.32,80000,60
814,34000,Education Fees,3.35,33000,48
783,45000,Education Fees,2.81,44000,60
779,87000,Childcare Expenses,2.47,75000,72
640,86000,Green Initiatives,7.51,84000,36
826,27000,Technology Upgrade,2.56,26000,24
636,83000,Education Fees,7.82,66000,60
603,72000,Vehicle for Business Use,8.69,63000,48
618,85000,Working Capital,7.94,68000,24
683,100000,Equipment Purchase,6.49,80000,12
614,49000,Startup Capital,8.46,46000,36
799,17000,Green Initiatives,2.67,15000,12
716,72000,Social Enterprise,4.83,63000,36
696,68000,Green Initiatives,6.41,63000,24
605,34000,Agriculture Expenses,7.46,27000,72
795,91000,Inventory Purchase,2.99,78000,36
762,17000,Technology Upgrade,3.46,14000,24
752,30000,Green Initiatives,2.54,27000,24
703,21000,Education Fees,4.48,20000,48
822,73000,Marketing and Advertising,2.86,67000,24
