,loan_amnt,loan_intent,loan_int_rate,credit_score,loan_term
17669,5000,PERSONAL,0.0,640,32
17670,20000,VENTURE,0.0,522,28
17671,4200,MEDICAL,0.0,686,24
17672,21000,HOMEIMPROVEMENT,16.49,686,24
17673,4000,EDUCATION,0.0,662,89
17674,5000,EDUCATION,0.0,656,47
17675,12250,DEBTCONSOLIDATION,0.0,594,51
17676,15000,DEBTCONSOLIDATION,0.0,554,24
17677,8400,MEDICAL,0.0,580,14
17678,6500,EDUCATION,15.95,635,73
17679,10000,EDUCATION,0.0,608,48
17680,13000,EDUCATION,0.0,689,72
17681,7500,EDUCATION,0.0,652,63
17682,8000,EDUCATION,0.0,531,90
17683,7000,MEDICAL,0.0,676,29
17684,14400,EDUCATION,0.0,618,84
17685,10000,VENTURE,0.0,673,39
17686,12000,MEDICAL,0.0,618,21
17687,5000,DEBTCONSOLIDATION,0.0,623,24
17688,20000,MEDICAL,0.0,624,41
17689,6000,DEBTCONSOLIDATION,0.0,623,28
17690,6000,VENTURE,0.0,602,42
17691,12000,DEBTCONSOLIDATION,0.0,594,57
17692,9000,MEDICAL,11.01,638,44
17693,3200,DEBTCONSOLIDATION,0.0,594,28
17694,5500,VENTURE,0.0,621,25
17695,4000,DEBTCONSOLIDATION,10.99,604,30
17696,5000,MEDICAL,0.0,614,21
17697,7200,VENTURE,0.0,660,57
17698,25000,EDUCATION,15.21,671,99
17699,6000,VENTURE,0.0,647,41
17700,17000,DEBTCONSOLIDATION,0.0,678,41
17701,6500,DEBTCONSOLIDATION,0.0,576,45
17702,15000,VENTURE,0.0,585,41
17703,5400,DEBTCONSOLIDATION,0.0,673,14
17704,10450,PERSONAL,0.0,618,16
17705,20000,EDUCATION,0.0,670,75
17706,2500,MEDICAL,0.0,584,22
17707,5500,VENTURE,0.0,675,55
17708,4000,EDUCATION,0.0,679,91
17709,10000,PERSONAL,0.0,606,51
17710,15000,DEBTCONSOLIDATION,0.0,631,55
17711,7200,EDUCATION,0.0,696,119
17712,25000,MEDICAL,13.49,611,41
17713,7000,VENTURE,0.0,647,47
17714,2500,DEBTCONSOLIDATION,16.29,650,19
17715,4400,EDUCATION,0.0,595,57
17716,7500,DEBTCONSOLIDATION,9.76,623,21
17717,5325,DEBTCONSOLIDATION,14.59,575,33
17718,7750,PERSONAL,0.0,579,60
17719,4000,VENTURE,0.0,658,40
17720,15000,MEDICAL,0.0,547,34
17721,3000,EDUCATION,15.27,612,47
17722,6000,EDUCATION,0.0,612,106
17723,9600,PERSONAL,0.0,625,28
17724,6200,DEBTCONSOLIDATION,15.99,657,23
17725,9000,DEBTCONSOLIDATION,0.0,660,34
17726,5000,VENTURE,0.0,649,25
17727,2500,HOMEIMPROVEMENT,9.91,657,39
17728,7000,PERSONAL,0.0,654,12
17729,5500,VENTURE,0.0,703,24
17730,3500,PERSONAL,0.0,659,58
17731,7000,HOMEIMPROVEMENT,0.0,663,56
17732,10000,EDUCATION,0.0,653,88
17733,15450,MEDICAL,11.22,640,33
17734,6000,PERSONAL,0.0,609,34
17735,17000,HOMEIMPROVEMENT,0.0,646,27
17736,24250,EDUCATION,14.96,506,49
17737,20900,DEBTCONSOLIDATION,0.0,608,53
17738,12000,EDUCATION,13.11,570,110
17739,10000,DEBTCONSOLIDATION,11.01,624,29
17740,9000,DEBTCONSOLIDATION,11.78,644,46
17741,12150,HOMEIMPROVEMENT,0.0,606,50
17742,7750,MEDICAL,14.83,686,36
17743,9100,EDUCATION,13.24,543,67
17744,5550,MEDICAL,0.0,682,36
17745,7500,EDUCATION,0.0,697,92
17746,10000,HOMEIMPROVEMENT,0.0,590,28
17747,5000,DEBTCONSOLIDATION,0.0,677,25
17748,3000,EDUCATION,0.0,631,83
17749,2800,EDUCATION,0.0,634,55
17750,9925,EDUCATION,0.0,625,55
17751,6000,VENTURE,0.0,636,32
17752,12000,PERSONAL,0.0,515,13
17753,7000,DEBTCONSOLIDATION,9.99,679,55
17754,16000,HOMEIMPROVEMENT,0.0,583,34
17755,1700,EDUCATION,0.0,727,52
17756,10800,EDUCATION,0.0,634,45
17757,6000,EDUCATION,0.0,658,57
17758,2800,MEDICAL,7.4,525,24
17759,8200,MEDICAL,0.0,662,28
17760,12000,VENTURE,0.0,596,42
17761,7750,EDUCATION,16.7,544,45
17762,13500,VENTURE,13.43,557,40
17763,10000,DEBTCONSOLIDATION,0.0,673,23
17764,6400,MEDICAL,0.0,678,48
17765,4800,EDUCATION,0.0,595,70
17766,2000,EDUCATION,0.0,660,102
17767,11000,PERSONAL,14.22,590,22
17768,8000,EDUCATION,0.0,614,107
17769,11100,EDUCATION,0.0,624,119
17770,12000,HOMEIMPROVEMENT,0.0,649,48
17771,8875,EDUCATION,6.62,581,72
17772,16000,MEDICAL,0.0,604,37
17773,12000,DEBTCONSOLIDATION,16.77,680,31
17774,7200,VENTURE,0.0,705,45
17775,14400,VENTURE,17.99,652,41
17776,1850,MEDICAL,0.0,489,19
17777,10000,MEDICAL,0.0,585,17
17778,15000,HOMEIMPROVEMENT,14.96,628,50
17779,1500,DEBTCONSOLIDATION,0.0,661,51
17780,8150,DEBTCONSOLIDATION,0.0,653,43
17781,5000,MEDICAL,0.0,673,16
17782,4000,PERSONAL,0.0,592,19
17783,4000,PERSONAL,0.0,536,15
17784,2500,VENTURE,0.0,560,27
17785,5000,VENTURE,0.0,583,30
17786,16000,EDUCATION,0.0,572,53
17787,7500,DEBTCONSOLIDATION,0.0,651,24
17788,14000,EDUCATION,0.0,542,88
17789,2500,PERSONAL,0.0,586,43
17790,12000,DEBTCONSOLIDATION,0.0,585,55
17791,6000,EDUCATION,0.0,692,55
17792,15000,PERSONAL,0.0,637,60
17793,8000,VENTURE,0.0,663,30
17794,24200,DEBTCONSOLIDATION,0.0,570,41
17795,10800,VENTURE,0.0,667,31
17796,4500,VENTURE,0.0,619,27
17797,6600,VENTURE,0.0,584,41
17798,3425,DEBTCONSOLIDATION,0.0,665,33
17799,24000,DEBTCONSOLIDATION,0.0,582,53
17800,12000,PERSONAL,0.0,648,52
17801,3900,EDUCATION,0.0,580,65
17802,12000,DEBTCONSOLIDATION,16.29,612,52
17803,3000,EDUCATION,6.62,573,63
17804,2500,EDUCATION,0.0,676,60
17805,5275,EDUCATION,0.0,654,107
17806,10000,EDUCATION,0.0,507,89
17807,30000,MEDICAL,10.65,688,28
17808,5000,MEDICAL,0.0,581,40
17809,10000,EDUCATION,0.0,657,55
17810,12000,DEBTCONSOLIDATION,0.0,582,27
17811,13800,HOMEIMPROVEMENT,0.0,653,24
17812,8000,VENTURE,0.0,637,36
17813,5000,PERSONAL,0.0,638,58
17814,10800,EDUCATION,0.0,657,44
17815,2525,DEBTCONSOLIDATION,0.0,592,48
17816,7000,MEDICAL,0.0,563,34
17817,7500,VENTURE,0.0,570,40
17818,12000,VENTURE,11.49,533,54
17819,5000,PERSONAL,0.0,588,60
17820,3000,DEBTCONSOLIDATION,0.0,647,14
17821,4500,VENTURE,0.0,640,55
17822,7500,EDUCATION,10.08,664,100
17823,3000,DEBTCONSOLIDATION,11.01,570,40
17824,25000,EDUCATION,15.33,661,75
17825,9250,MEDICAL,6.54,574,14
17826,5000,PERSONAL,0.0,666,49
17827,1500,MEDICAL,0.0,610,36
17828,5000,VENTURE,0.0,582,49
17829,15000,MEDICAL,0.0,577,24
17830,13200,MEDICAL,14.91,577,21
17831,12000,PERSONAL,11.89,652,20
17832,9750,EDUCATION,0.0,664,39
17833,12000,VENTURE,0.0,613,27
17834,2000,PERSONAL,0.0,609,38
17835,35000,PERSONAL,8.9,650,23
17836,35000,DEBTCONSOLIDATION,8.49,564,22
17837,3250,PERSONAL,11.12,662,32
17838,35000,EDUCATION,15.62,660,71
17839,35000,DEBTCONSOLIDATION,12.68,680,33
17840,10000,PERSONAL,17.19,705,42
17841,35000,PERSONAL,11.99,671,13
17842,35000,EDUCATION,19.29,656,100
17843,35000,HOMEIMPROVEMENT,18.25,576,42
17844,35000,DEBTCONSOLIDATION,16.11,645,22
17845,5500,HOMEIMPROVEMENT,10.36,659,30
17846,3000,DEBTCONSOLIDATION,0.0,631,19
17847,20000,DEBTCONSOLIDATION,0.0,670,24
17848,7500,DEBTCONSOLIDATION,0.0,549,39
17849,3750,DEBTCONSOLIDATION,15.62,561,47
17850,35000,VENTURE,0.0,655,55
17851,4750,PERSONAL,14.72,619,13
17852,35000,PERSONAL,18.64,664,33
17853,35000,EDUCATION,0.0,598,120
17854,2400,EDUCATION,9.99,480,104
17855,35000,VENTURE,0.0,553,41
17856,35000,EDUCATION,18.25,686,119
17857,15000,PERSONAL,0.0,606,37
17858,28000,HOMEIMPROVEMENT,0.0,700,28
17859,25000,EDUCATION,0.0,721,61
17860,35000,MEDICAL,16.77,649,20
17861,35000,MEDICAL,0.0,568,16
17862,10000,PERSONAL,0.0,603,16
17863,35000,DEBTCONSOLIDATION,0.0,679,18
17864,35000,EDUCATION,0.0,672,111
17865,35000,MEDICAL,0.0,609,34
17866,34000,DEBTCONSOLIDATION,10.59,649,25
17867,2150,MEDICAL,10.78,659,17
17868,32000,PERSONAL,0.0,592,23
17869,10000,VENTURE,0.0,613,50
17870,20000,DEBTCONSOLIDATION,0.0,575,18
17871,35000,VENTURE,0.0,676,31
17872,24000,HOMEIMPROVEMENT,17.8,656,36
17873,15000,MEDICAL,12.41,663,47
17874,25000,MEDICAL,0.0,569,18
17875,25000,HOMEIMPROVEMENT,0.0,668,42
17876,2150,VENTURE,0.0,662,25
17877,18000,EDUCATION,0.0,699,102
17878,32000,MEDICAL,10.99,593,18
17879,2325,DEBTCONSOLIDATION,6.39,620,14
17880,1750,MEDICAL,0.0,577,29
17881,32000,PERSONAL,11.99,612,20
17882,31000,DEBTCONSOLIDATION,0.0,570,26
17883,30750,DEBTCONSOLIDATION,11.01,632,22
17884,11000,VENTURE,0.0,643,59
17885,35000,HOMEIMPROVEMENT,0.0,657,34
17886,10000,DEBTCONSOLIDATION,0.0,630,50
17887,4000,EDUCATION,0.0,643,44
17888,30000,MEDICAL,11.71,719,44
17889,30000,PERSONAL,10.65,691,50
17890,30000,MEDICAL,12.42,642,30
17891,30000,DEBTCONSOLIDATION,6.62,661,28
17892,16000,DEBTCONSOLIDATION,0.0,618,35
17893,8000,MEDICAL,14.09,680,40
17894,25000,VENTURE,0.0,619,41
17895,25000,DEBTCONSOLIDATION,14.83,614,56
17896,25000,DEBTCONSOLIDATION,17.93,618,41
17897,30000,HOMEIMPROVEMENT,0.0,651,38
17898,30000,EDUCATION,0.0,674,120
17899,30000,VENTURE,0.0,594,30
17900,21000,EDUCATION,0.0,702,56
17901,10000,DEBTCONSOLIDATION,0.0,671,25
17902,25000,MEDICAL,17.93,689,40
17903,25000,PERSONAL,0.0,669,20
17904,5000,VENTURE,0.0,586,35
17905,21600,HOMEIMPROVEMENT,0.0,640,53
17906,15000,VENTURE,0.0,678,38
17907,20000,HOMEIMPROVEMENT,0.0,648,41
17908,3000,EDUCATION,9.62,596,77
17909,30000,VENTURE,16.29,664,56
17910,25000,PERSONAL,0.0,697,26
17911,19600,DEBTCONSOLIDATION,0.0,625,34
17912,35000,EDUCATION,18.64,632,119
17913,35000,HOMEIMPROVEMENT,0.0,601,27
17914,21000,DEBTCONSOLIDATION,0.0,654,41
17915,25000,HOMEIMPROVEMENT,0.0,674,25
17916,29700,HOMEIMPROVEMENT,11.11,566,49
17917,29550,EDUCATION,0.0,699,64
17918,29000,VENTURE,12.69,640,49
17919,28800,EDUCATION,7.49,481,62
17920,2000,MEDICAL,10.75,711,17
17921,20000,HOMEIMPROVEMENT,0.0,692,30
17922,18000,VENTURE,0.0,701,59
17923,25000,DEBTCONSOLIDATION,0.0,694,20
17924,28000,PERSONAL,0.0,562,20
17925,35000,PERSONAL,0.0,690,28
17926,12000,HOMEIMPROVEMENT,17.27,588,51
17927,28000,EDUCATION,7.9,541,72
17928,3250,HOMEIMPROVEMENT,10.99,715,35
17929,25000,MEDICAL,14.59,694,43
17930,8000,VENTURE,0.0,667,33
17931,4000,MEDICAL,0.0,699,36
17932,15000,VENTURE,0.0,657,40
17933,28000,HOMEIMPROVEMENT,0.0,563,49
17934,4500,HOMEIMPROVEMENT,11.14,611,29
17935,28000,PERSONAL,0.0,618,47
17936,28000,VENTURE,0.0,578,57
17937,28000,MEDICAL,18.62,591,37
17938,8125,EDUCATION,14.42,505,72
17939,35000,EDUCATION,0.0,695,64
17940,8400,MEDICAL,0.0,695,26
17941,5500,MEDICAL,0.0,645,18
17942,10000,VENTURE,0.0,649,34
17943,28000,VENTURE,0.0,537,32
17944,8400,VENTURE,0.0,560,31
17945,35000,DEBTCONSOLIDATION,14.91,645,30
17946,5000,EDUCATION,0.0,615,77
17947,18000,PERSONAL,0.0,680,18
17948,20000,MEDICAL,11.83,686,15
17949,26000,MEDICAL,10.99,653,36
17950,25600,DEBTCONSOLIDATION,0.0,697,38
17951,25600,EDUCATION,0.0,667,111
17952,25475,HOMEIMPROVEMENT,15.99,577,49
17953,2000,DEBTCONSOLIDATION,0.0,536,48
17954,35000,HOMEIMPROVEMENT,0.0,713,26
17955,8500,MEDICAL,0.0,588,12
17956,25000,MEDICAL,10.25,638,34
17957,25000,VENTURE,15.7,645,41
17958,25000,DEBTCONSOLIDATION,9.99,619,32
17959,25000,MEDICAL,0.0,694,13
17960,30000,VENTURE,0.0,667,49
17961,8000,PERSONAL,0.0,597,33
17962,25000,PERSONAL,10.59,564,21
17963,25000,VENTURE,0.0,678,54
17964,24250,PERSONAL,0.0,499,43
17965,16800,PERSONAL,0.0,612,15
17966,14000,VENTURE,0.0,565,24
17967,20000,PERSONAL,0.0,586,23
17968,5000,VENTURE,0.0,651,37
17969,25000,MEDICAL,13.11,643,15
17970,14725,PERSONAL,0.0,696,38
17971,20000,MEDICAL,0.0,636,45
17972,14400,EDUCATION,0.0,635,38
17973,15000,VENTURE,0.0,594,59
17974,21000,VENTURE,0.0,676,55
17975,25000,VENTURE,11.86,569,44
17976,25000,MEDICAL,10.74,669,24
17977,25000,HOMEIMPROVEMENT,13.61,603,38
17978,24000,DEBTCONSOLIDATION,0.0,593,55
17979,15000,DEBTCONSOLIDATION,11.01,563,49
17980,24250,HOMEIMPROVEMENT,0.0,613,55
17981,15000,PERSONAL,0.0,614,44
17982,22000,VENTURE,0.0,522,32
17983,25000,HOMEIMPROVEMENT,15.65,633,44
17984,25000,DEBTCONSOLIDATION,11.36,647,20
17985,6700,PERSONAL,9.63,635,57
17986,25000,HOMEIMPROVEMENT,0.0,554,38
17987,16000,EDUCATION,0.0,590,72
17988,12000,VENTURE,0.0,705,41
17989,25000,MEDICAL,20.0,675,21
17990,12000,PERSONAL,0.0,580,47
17991,28000,PERSONAL,0.0,551,25
17992,20000,EDUCATION,0.0,679,116
17993,25000,MEDICAL,11.36,617,38
17994,25000,HOMEIMPROVEMENT,8.9,663,32
17995,25000,MEDICAL,13.49,558,41
17996,19000,DEBTCONSOLIDATION,0.0,616,23
17997,6000,DEBTCONSOLIDATION,0.0,677,57
17998,10000,VENTURE,0.0,638,50
17999,15000,PERSONAL,0.0,550,18
18000,35000,HOMEIMPROVEMENT,0.0,645,30
18001,25000,EDUCATION,0.0,645,47
18002,24000,DEBTCONSOLIDATION,0.0,658,59
18003,30000,MEDICAL,0.0,680,35
18004,15000,MEDICAL,0.0,686,34
18005,25000,VENTURE,11.01,679,60
18006,25000,PERSONAL,9.91,692,40
18007,10000,PERSONAL,0.0,653,12
18008,18000,HOMEIMPROVEMENT,0.0,718,49
18009,5000,DEBTCONSOLIDATION,16.49,695,28
18010,25000,MEDICAL,11.36,667,34
18011,25000,HOMEIMPROVEMENT,10.25,633,38
18012,25000,DEBTCONSOLIDATION,10.38,590,39
18013,25000,HOMEIMPROVEMENT,11.01,633,60
18014,25000,DEBTCONSOLIDATION,7.51,644,49
18015,15000,PERSONAL,0.0,565,20
18016,10000,DEBTCONSOLIDATION,0.0,516,26
18017,25000,VENTURE,0.0,653,52
18018,10000,EDUCATION,0.0,666,106
18019,25000,DEBTCONSOLIDATION,10.62,664,43
18020,25000,EDUCATION,11.48,669,104
18021,14400,PERSONAL,0.0,614,50
18022,24250,MEDICAL,0.0,676,14
18023,6000,MEDICAL,0.0,529,19
18024,25000,HOMEIMPROVEMENT,12.18,697,56
18025,5000,EDUCATION,0.0,636,93
18026,10000,HOMEIMPROVEMENT,0.0,699,54
18027,24250,MEDICAL,0.0,696,24
18028,20000,PERSONAL,0.0,718,51
18029,25000,EDUCATION,14.09,645,96
18030,25000,VENTURE,15.95,655,39
18031,25000,PERSONAL,11.71,595,34
18032,2000,VENTURE,0.0,648,41
18033,25000,DEBTCONSOLIDATION,15.2,596,26
18034,25000,PERSONAL,14.83,670,29
18035,25000,VENTURE,16.32,590,48
18036,25000,EDUCATION,10.75,630,63
18037,25000,MEDICAL,17.19,661,19
18038,25000,MEDICAL,10.38,603,45
18039,25000,PERSONAL,15.95,613,27
18040,25000,PERSONAL,15.2,688,54
18041,25000,DEBTCONSOLIDATION,10.38,576,57
18042,15000,VENTURE,0.0,626,48
18043,10000,HOMEIMPROVEMENT,0.0,708,48
18044,20000,MEDICAL,0.0,578,45
18045,4000,PERSONAL,0.0,649,56
18046,15000,EDUCATION,0.0,701,39
18047,9000,DEBTCONSOLIDATION,0.0,650,21
18048,35000,HOMEIMPROVEMENT,0.0,542,56
18049,14000,EDUCATION,0.0,654,118
18050,5550,DEBTCONSOLIDATION,10.37,615,54
18051,25000,VENTURE,13.75,635,59
18052,25000,PERSONAL,9.99,647,20
18053,25000,PERSONAL,10.75,614,24
18054,25000,EDUCATION,0.0,649,104
18055,7000,HOMEIMPROVEMENT,0.0,625,47
18056,24000,MEDICAL,0.0,676,12
18057,23000,MEDICAL,0.0,679,36
18058,12000,DEBTCONSOLIDATION,15.65,697,17
18059,15000,DEBTCONSOLIDATION,0.0,655,24
18060,20000,HOMEIMPROVEMENT,0.0,696,28
18061,15000,EDUCATION,0.0,660,55
18062,8400,PERSONAL,0.0,658,41
18063,20000,DEBTCONSOLIDATION,0.0,543,49
18064,25000,HOMEIMPROVEMENT,11.01,635,25
18065,25000,MEDICAL,10.75,730,42
18066,25000,DEBTCONSOLIDATION,15.95,637,12
18067,25000,EDUCATION,0.0,670,64
18068,11200,MEDICAL,16.89,642,31
18069,10000,MEDICAL,0.0,567,30
18070,25000,EDUCATION,0.0,694,78
18071,3700,HOMEIMPROVEMENT,0.0,688,42
18072,2500,VENTURE,0.0,626,44
18073,35000,PERSONAL,0.0,666,39
18074,15000,VENTURE,0.0,533,31
18075,28000,DEBTCONSOLIDATION,17.49,614,43
18076,25000,VENTURE,11.01,653,37
18077,25000,VENTURE,14.09,596,45
18078,25000,MEDICAL,11.86,617,14
18079,15000,EDUCATION,0.0,637,58
18080,25000,MEDICAL,12.87,584,32
18081,1000,VENTURE,0.0,671,41
18082,9250,HOMEIMPROVEMENT,14.96,683,53
18083,18000,PERSONAL,0.0,637,42
18084,31000,PERSONAL,0.0,664,31
18085,12500,DEBTCONSOLIDATION,0.0,692,56
18086,15000,MEDICAL,0.0,647,39
18087,9000,VENTURE,0.0,655,46
18088,10000,PERSONAL,0.0,589,23
18089,10000,EDUCATION,0.0,635,70
18090,5000,MEDICAL,14.96,625,33
18091,25000,PERSONAL,0.0,612,26
18092,25000,VENTURE,0.0,692,37
18093,12900,EDUCATION,0.0,475,104
18094,13000,DEBTCONSOLIDATION,0.0,578,49
18095,15000,PERSONAL,0.0,689,19
18096,28000,VENTURE,0.0,552,35
18097,8000,PERSONAL,0.0,668,59
18098,8500,DEBTCONSOLIDATION,0.0,695,36
18099,9000,VENTURE,0.0,607,32
18100,25000,PERSONAL,0.0,634,18
18101,25000,HOMEIMPROVEMENT,0.0,663,31
18102,4375,PERSONAL,12.42,573,35
18103,20000,DEBTCONSOLIDATION,0.0,668,18
18104,20000,VENTURE,11.01,701,40
18105,7000,MEDICAL,0.0,662,43
18106,10000,EDUCATION,8.94,646,89
18107,15000,DEBTCONSOLIDATION,17.26,638,31
18108,24000,DEBTCONSOLIDATION,17.26,671,16
18109,25000,PERSONAL,0.0,717,35
18110,25000,EDUCATION,0.0,614,65
18111,5000,PERSONAL,7.51,644,53
18112,25000,PERSONAL,11.01,707,30
18113,25000,MEDICAL,0.0,659,42
18114,2000,DEBTCONSOLIDATION,16.89,619,32
18115,25000,VENTURE,0.0,668,45
18116,25000,PERSONAL,0.0,640,42
18117,6000,HOMEIMPROVEMENT,0.0,574,37
18118,4000,VENTURE,16.29,630,24
18119,16000,DEBTCONSOLIDATION,0.0,644,51
18120,15000,DEBTCONSOLIDATION,0.0,517,13
18121,7500,EDUCATION,0.0,684,42
18122,2200,VENTURE,0.0,567,52
18123,25000,HOMEIMPROVEMENT,0.0,673,27
18124,25000,PERSONAL,0.0,666,18
18125,25000,DEBTCONSOLIDATION,16.0,691,54
18126,25000,PERSONAL,14.46,622,56
18127,25000,HOMEIMPROVEMENT,0.0,631,58
18128,4000,HOMEIMPROVEMENT,15.37,672,46
18129,3700,HOMEIMPROVEMENT,9.32,682,41
18130,25000,MEDICAL,15.27,598,41
18131,25000,VENTURE,0.0,610,34
18132,1925,VENTURE,0.0,673,34
18133,25000,VENTURE,0.0,710,57
18134,25000,HOMEIMPROVEMENT,0.0,591,36
18135,24500,VENTURE,0.0,606,24
18136,6000,HOMEIMPROVEMENT,0.0,676,56
18137,25000,EDUCATION,0.0,678,72
18138,12000,PERSONAL,0.0,703,27
18139,25000,VENTURE,16.89,689,55
18140,25000,DEBTCONSOLIDATION,0.0,628,37
18141,15000,PERSONAL,0.0,688,23
18142,16000,DEBTCONSOLIDATION,15.65,595,29
18143,6000,PERSONAL,15.95,574,30
18144,12000,PERSONAL,0.0,684,36
18145,4000,PERSONAL,8.9,613,53
18146,12000,VENTURE,11.01,668,49
18147,10200,DEBTCONSOLIDATION,15.99,646,26
18148,6500,EDUCATION,0.0,643,47
18149,7500,VENTURE,0.0,618,55
18150,35000,PERSONAL,0.0,574,56
18151,10000,PERSONAL,0.0,665,49
18152,3800,VENTURE,7.49,595,24
18153,25000,DEBTCONSOLIDATION,16.63,577,14
18154,5900,VENTURE,11.01,646,37
18155,25000,DEBTCONSOLIDATION,0.0,637,45
18156,25000,EDUCATION,14.61,626,111
18157,25000,DEBTCONSOLIDATION,0.0,666,18
18158,6250,DEBTCONSOLIDATION,5.79,621,48
18159,25000,EDUCATION,15.31,670,113
18160,10000,PERSONAL,0.0,656,16
18161,25000,EDUCATION,0.0,699,59
18162,25000,MEDICAL,15.7,700,46
18163,6400,EDUCATION,7.74,685,118
18164,25000,PERSONAL,0.0,643,29
18165,25000,PERSONAL,17.19,646,21
18166,25000,HOMEIMPROVEMENT,0.0,675,34
18167,25000,EDUCATION,0.0,660,119
18168,25000,VENTURE,0.0,672,58
18169,25000,DEBTCONSOLIDATION,0.0,630,56
18170,25000,PERSONAL,0.0,628,30
18171,25000,EDUCATION,0.0,590,64
18172,3000,VENTURE,7.9,709,36
18173,5000,EDUCATION,0.0,560,104
18174,35000,HOMEIMPROVEMENT,0.0,606,57
18175,15000,HOMEIMPROVEMENT,0.0,698,32
18176,25000,DEBTCONSOLIDATION,0.0,627,48
18177,7275,MEDICAL,5.42,561,19
18178,25000,VENTURE,13.24,637,34
18179,6000,MEDICAL,7.14,524,43
18180,25000,VENTURE,15.37,611,44
18181,25000,MEDICAL,0.0,698,36
18182,25000,EDUCATION,15.95,591,37
18183,25000,DEBTCONSOLIDATION,0.0,678,23
18184,25000,EDUCATION,0.0,699,116
18185,25000,PERSONAL,0.0,435,27
18186,5750,DEBTCONSOLIDATION,11.01,672,16
18187,25000,HOMEIMPROVEMENT,0.0,697,31
18188,25000,PERSONAL,0.0,598,14
18189,20000,VENTURE,0.0,622,41
18190,20000,MEDICAL,17.04,527,46
18191,4800,VENTURE,0.0,658,24
18192,8000,DEBTCONSOLIDATION,0.0,617,37
18193,22200,EDUCATION,19.42,654,38
18194,9000,MEDICAL,16.77,679,37
18195,25000,EDUCATION,14.46,653,94
18196,25000,MEDICAL,0.0,627,23
18197,25000,EDUCATION,18.3,677,105
18198,25000,PERSONAL,0.0,589,41
18199,25000,DEBTCONSOLIDATION,14.11,629,31
18200,3000,HOMEIMPROVEMENT,5.99,678,40
18201,2400,MEDICAL,14.72,606,31
18202,24625,HOMEIMPROVEMENT,18.36,675,38
18203,24250,PERSONAL,11.12,671,24
18204,24250,DEBTCONSOLIDATION,12.61,655,58
18205,16000,HOMEIMPROVEMENT,0.0,670,42
18206,3200,MEDICAL,0.0,647,47
18207,14700,PERSONAL,0.0,654,38
18208,7000,EDUCATION,0.0,604,57
18209,7000,DEBTCONSOLIDATION,0.0,670,35
18210,1600,PERSONAL,0.0,683,22
18211,24250,DEBTCONSOLIDATION,15.31,587,18
18212,5000,MEDICAL,13.98,534,16
18213,5000,EDUCATION,9.88,633,79
18214,15000,HOMEIMPROVEMENT,15.65,658,31
18215,8400,VENTURE,0.0,602,29
18216,1500,MEDICAL,0.0,700,44
18217,15000,DEBTCONSOLIDATION,0.0,655,43
18218,24250,VENTURE,0.0,633,29
18219,24250,HOMEIMPROVEMENT,0.0,538,55
18220,24250,PERSONAL,16.0,705,48
18221,24250,HOMEIMPROVEMENT,0.0,611,29
18222,3200,PERSONAL,14.84,608,41
18223,24250,MEDICAL,15.31,555,28
18224,24250,DEBTCONSOLIDATION,14.59,627,38
18225,24250,VENTURE,0.0,640,53
18226,24250,PERSONAL,0.0,698,26
18227,24250,DEBTCONSOLIDATION,0.0,621,47
18228,2000,PERSONAL,0.0,655,50
18229,24000,DEBTCONSOLIDATION,17.14,702,29
18230,24000,DEBTCONSOLIDATION,15.2,594,38
18231,24000,EDUCATION,10.75,540,113
18232,1500,EDUCATION,0.0,649,44
18233,24000,VENTURE,16.45,540,26
18234,4000,MEDICAL,16.29,526,28
18235,2500,EDUCATION,0.0,608,115
18236,24000,HOMEIMPROVEMENT,7.9,640,60
18237,2650,MEDICAL,0.0,568,36
18238,24000,DEBTCONSOLIDATION,17.43,572,16
18239,24000,DEBTCONSOLIDATION,7.49,639,37
18240,5000,EDUCATION,7.9,653,50
18241,24000,EDUCATION,7.66,604,56
18242,24000,VENTURE,14.96,668,51
18243,24000,MEDICAL,13.85,597,30
18244,2200,MEDICAL,11.01,651,30
18245,24000,MEDICAL,10.99,662,27
18246,24000,PERSONAL,10.99,575,18
18247,24000,PERSONAL,0.0,590,13
18248,24000,PERSONAL,0.0,608,56
18249,24000,MEDICAL,0.0,660,35
18250,24000,MEDICAL,0.0,609,18
18251,24000,HOMEIMPROVEMENT,0.0,672,51
18252,24000,PERSONAL,16.82,699,17
18253,24000,PERSONAL,0.0,713,44
18254,24000,EDUCATION,0.0,694,119
18255,24000,VENTURE,0.0,566,53
18256,24000,DEBTCONSOLIDATION,0.0,681,44
18257,24000,HOMEIMPROVEMENT,0.0,563,58
18258,24000,VENTURE,0.0,681,29
18259,24000,VENTURE,0.0,614,44
18260,2000,VENTURE,0.0,664,44
18261,4750,VENTURE,7.88,674,47
18262,24000,PERSONAL,15.65,632,17
18263,24000,EDUCATION,0.0,672,80
18264,23850,VENTURE,16.29,545,32
18265,23500,DEBTCONSOLIDATION,11.12,581,41
18266,23500,PERSONAL,11.36,723,58
18267,23500,DEBTCONSOLIDATION,14.72,669,39
18268,6350,MEDICAL,13.57,563,36
18269,23500,MEDICAL,0.0,603,47
18270,23475,VENTURE,0.0,707,27
18271,23000,EDUCATION,10.51,703,104
18272,23000,EDUCATION,12.18,696,64
18273,23000,HOMEIMPROVEMENT,0.0,615,29
18274,23000,PERSONAL,0.0,647,25
18275,22950,VENTURE,13.49,584,36
18276,22750,MEDICAL,6.54,679,36
